Section,Mile,DTN,Elv,Desc,IndexSorted
4,311.9,0.5,3097,State Hwy 212,645
4,"","","",Rector Laurel Rd,646
4,312.4,0.4,2952,Laurel Branch,647
4,"","","",Boone Cove,648
4,312.8,1.1,3218,Sugarloaf Branch,649
4,313.9,0.8,3982,Sugarloaf Gap,650
4,"","","",Cherokee National Forest,651
4,314.7,0.2,4291,Unicoi,652
4,"","","",Tennessee,653
4,"","","",National Forests in North Carolina,654
4,"","","",Madison,655
4,314.9,0.6,4406,North Carolina,656
4,"","","",Divide Mountain,657
4,315.5,1.8,4563,Divide Mountain,658
4,"","","",Lick Rock,659
4,317.3,1.3,3832,Rice Gap,660
4,318.6,0.6,4307,Hog Back Ridge,661
4,319.2,1.7,4432,High Rock,662
4,320.9,0.1,3756,State Hwy 81,663
4,"","","",I-26,664
4,"","","",I-26,665
4,"","","",Sams Gap,666
4,'-82.561,321.0,"",I-26,667
4,323.2,0.1,4104,Street Gap,668
4,323.3,2.0,4130,Streets Gap Rd,669
4,"","","",Street Gap,670
4,"","","",Cherokee National Forest,671
4,325.3,0.0,4645,Unicoi,672
4,"","","",Tennessee,673
4,327.3,0.2,5501,Big Bald,674
4,327.5,1.1,5423,National Forests in North Carolina,675
4,"","","",Yancey,676
4,"","","",North Carolina,677
4,328.6,1.4,5101,Bald Mountain,678
4,330.0,2.0,5118,Little Bald,679
4,332.0,0.7,3845,Whistling Gap,680
4,332.7,0.6,4258,High Rocks,681
4,"","","",National Forests in North Carolina,682
4,333.3,0.0,3914,Yancey,683
4,"","","",North Carolina,684
4,334.0,0.5,3477,Big Creek,685
4,334.5,0.0,3169,Spivey Gap,686
4,"","","",US Hwy 19W,687
4,"","","",Big Creek,688
4,335.8,0.8,3818,Flattop Mountain Branch,689
4,336.6,0.1,3507,Barnett Branch,690
4,336.7,0.0,3438,Cherokee National Forest,691
4,"","","",Unicoi,692
4,"","","",Tennessee,693
4,"","","",Devils Creek Gap,694
4,339.4,0.3,3166,No Business Knob,695
4,339.7,2.1,3175,Long Branch,696
4,341.8,0.4,2831,Temple Hill Gap,697
4,342.2,1.0,3120,Mine Branch,698
4,343.2,2.0,3162,Temple Ridge,699
4,345.2,0.5,2040,Cliff Ridge,700
4,345.7,0.1,1683,Unaka Springs Rd,701
4,"","","",Erwin  TN 37650,702
4,345.8,0.0,1669,Old Asheville Rd,703
4,"","","",Nolichucky River,704
4,345.9,1.2,1686,Jones Branch Rd,705
4,347.1,0.5,1715,Jones Branch,706
4,347.6,0.3,1784,Jones Branch,707
4,347.9,0.6,1919,Jones Branch,708
4,348.5,0.4,2089,Jones Branch,709
4,"","","",Cherokee National Forest,710
4,"","","",Unicoi,711
4,348.9,0.0,2329,Tennessee,712
4,350.0,0.2,3047,Curly Maple Gap,713
4,350.2,1.0,3083,Curley Maple Gap,714
4,351.2,2.9,3287,Martin Creek,715
4,354.1,0.1,3435,National Forests in North Carolina,716
4,"","","",Mitchell,717
4,"","","",North Carolina,718
4,"","","",TN 395 (Indian Grave Gap),719
4,354.2,0.0,3346,Ephriam Place Rd,720
4,"","","",State Hwy 197,721
4,"","","",Beauty Spot Gap Rd,722
4,"","","",Indian Grave Gap,723
4,355.7,0.9,3963,Unaka Mountains,724
4,356.6,0.5,4432,Beauty Spot,725
4,"","","",National Forests in North Carolina,726
4,357.1,0.0,4301,Mitchell,727
4,"","","",North Carolina,728
4,357.7,0.0,4317,Unicoi,729
4,"","","",Tennessee,730
4,358.0,0.1,4199,Cherokee National Forest,731
4,358.1,0.5,4104,Beauty Spot Gap,732
4,358.6,1.2,4455,Unaka Mountain Rd,733
4,359.8,2.2,5183,Unaka Mountain,734
4,362.0,0.2,3894,Low Gap,735
4,362.2,0.8,4045,Big Ball,736
4,363.0,0.6,4002,Cherry Gap,737
4,363.6,0.2,4009,Cherry Gap,738
4,363.8,0.6,4160,Piney Ball,739
4,"","","",Cherokee National Forest,740
4,"","","",Unicoi,741
4,364.4,0.0,4343,Tennessee,742
4,364.5,0.8,4288,Little Bald Knob,743
4,365.3,0.7,3933,National Forests in North Carolina,744
4,"","","",Mitchell,745
4,"","","",North Carolina,746
4,"","","",Iron Mountain Gap,747
4,"","","",State Rte 107,748
4,366.0,0.0,3713,Iron Mountain Gap,749
4,367.4,2.5,3973,Carter,750
4,369.9,0.2,4186,Piney Bald,751
4,370.1,0.4,4028,Greasy Creek Rd,752
4,370.5,1.6,4160,Iron Mountain,753
4,372.1,0.3,4494,Clyde Smith Shelter,754
4,"","","",Cherokee National Forest,755
4,372.4,0.0,4484,Carter,756
4,"","","",Tennessee,757
4,"","","",National Forests in North Carolina,758
4,"","","",Mitchell,759
4,372.5,0.0,4478,North Carolina,760
4,373.0,2.2,4917,Little Rock Knob,761
4,375.2,1.6,4045,Cove Creek Road,762
4,"","","",Hughes Gap Rd,763
4,"","","",Hughes Gap,764
4,376.8,0.3,5485,Beartown Mountain,765
4,377.1,0.9,5331,Ash Gap,766
4,378.0,0.0,6194,Cloudlands,767
4,"","","",Cloudland Mountain,768
4,378.2,0.3,6108,Toll House Gap,769
4,"","","",Roan High Knob,770
4,378.5,1.0,6171,Roan High Knob,771
4,"","","",Roan Mountain,772
4,"","","",Cherokee National Forest,773
4,379.5,0.2,5738,Carter,774
4,"","","",Tennessee,775
4,"","","",National Forests in North Carolina,776
4,379.7,0.4,5649,Mitchell,777
4,"","","",North Carolina,778
4,380.1,0.0,5469,Carvers Gap,779
4,"","","",Carvers Gap Overflow,780
4,"","","",Roane Dr,781
4,"","","",Carvers Gap,782
4,380.2,0.6,5505,State Hwy 261,783
4,380.8,0.4,5803,Round Bald,784
4,381.2,0.3,5613,Engine Gap,785
4,381.5,0.9,5803,Jane Bald,786
4,382.4,0.6,5839,Avery,787
4,383.0,0.4,5406,Yellow Mountain,788
4,"","","",Stan Murray,789
4,383.4,0.2,5039,Low Gap,790
4,383.6,0.1,5160,Buckeye Gap,791
4,383.7,0.6,5144,Yellow Mountain,792
4,384.3,0.5,4734,Buckeye Gap,793
4,384.8,0.4,4780,Overmountain Shelter,794
4,385.2,1.8,4645,Yellow Mountain Gap,795
4,387.0,0.6,5216,Little Hump Mountain,796
4,"","","",National Forests in North Carolina,797
4,"","","",Avery,798
4,387.6,0.9,4986,North Carolina,799
4,"","","",Bradley Gap,800
4,388.5,2.4,5538,Hump Mountain,801
4,"","","",Cherokee National Forest,802
4,"","","",Carter,803
4,390.9,0.0,4563,Tennessee,804
4,391.4,1.7,4061,Morgan Branch,805
4,393.1,0.2,3188,Wilder Mine Hollow,806
4,393.3,0.5,3021,Apple House,807
4,"","","",US 19e,808
4,393.8,0.1,2854,Buck Creek,809
4,"","","",Roan Mountain  TN 37687,810
4,393.9,0.0,2854,State Rte 37,811
4,"","","",Roan Mountain TN,812
5,394.1,0.1,2877,Bear Branch Rd,813
5,394.2,2.4,2870,Bear Branch,814
5,"","","",Cherokee National Forest,815
5,396.6,0.5,3651,Carter,816
5,"","","",Tennessee,817
5,397.1,0.3,3500,Buck Mountain Rd,818
5,"","","",Campbell Tract,819
5,397.4,2.2,3392,Campbell Hollow Rd,820
5,"","","",Jones Branch,821
5,"","","",National Forests in North Carolina,822
5,399.6,2.8,2805,Avery,823
5,"","","",North Carolina,824
5,402.4,1.3,3182,Mountaineer Falls Shelter,825
5,403.7,0.5,3353,Slide Hollow,826
5,404.2,0.0,3605,Walnut Mountain Road,827
5,"","","",Walnut Mountain Rd,828
5,406.1,1.0,3264,Laurel Fork,829
5,"","","",Bitter End Road,830
5,407.1,2.1,3441,Howard Harrison Rd,831
5,409.2,1.0,3595,Appalachian Trl,832
5,410.2,1.1,3845,Appalachian Trl,833
5,"","","",Moreland Gap,834
5,411.3,0.8,3818,Moreland Gap,835
5,412.1,1.9,4232,White Rocks Mountain,836
5,414.0,2.7,4087,Appalachian Trl,837
5,"","","",Dennis Cove Rd,838
5,416.7,0.0,2493,Estep Rd,839
5,"","","",Dennis Cove Road,840
5,416.8,0.0,2490,Big Branch,841
5,417.1,0.4,2526,Pond Mountain Wilderness,842
5,417.5,0.7,2454,Laurel Fork,843
5,418.2,0.3,2089,Pond Mountain Wilderness,844
5,418.5,0.1,2168,Laurel Fork,845
5,418.6,0.3,2040,Laurel Fork Gorge,846
5,418.9,0.1,1981,Laurel Fork,847
5,419.0,2.1,1988,Waycoster Spring,848
5,421.1,3.9,3300,Horseridge Gap,849
5,425.0,0.1,2014,Shook Branch,850
5,425.1,0.1,2017,Shook Branch Rd,851
5,"","","",Lake/pond/tank,852
5,"","","",Shook Branch Recreation Area,853
5,"","","",US 321 Cherokee National Forest,854
5,"","","",State Rte 67,855
5,425.2,0.0,1975,Appalachian Trl,856
5,"","","",Shook Branch,857
5,425.3,0.1,1952,Watauga Lake,858
5,425.4,0.4,1958,Hampton  TN 37658,859
5,425.8,0.7,1991,Appalachian Trl,860
5,426.5,0.3,2037,Griffith Branch,861
5,426.8,0.1,2053,Watauga Lake,862
5,426.9,0.5,2057,Carter,863
5,427.4,0.5,2060,Appalachian Trl,864
5,"","","",Appalachian Trl,865
5,427.9,0.0,1975,Watauga River,866
5,428.2,1.0,2129,Appalachian Trl,867
5,429.2,0.1,2230,Wilbur Dam Rd,868
5,429.3,4.7,2240,Watauga Dam Road,869
5,"","","",Big Laurel Branch Wilderness,870
5,"","","",Vandeventer Shelter,871
5,434.0,1.8,3536,Johnson,872
5,435.8,0.1,3589,Johnson,873
5,435.9,2.0,3608,Carter,874
5,437.9,1.3,3861,Spring,875
5,439.2,1.7,3963,Turkeypen Gap,876
5,440.9,4.4,4091,Iron Mountain,877
5,445.3,0.1,3540,TN 91,878
5,"","","",Shady Valley  TN 37688,879
5,445.4,0.1,3507,TN 91/Cross Mountain,880
5,445.5,0.0,3500,Osborne Rd,881
5,"","","",State Rte 91,882
5,445.7,0.4,3559,Osborne Rd,883
5,446.1,1.1,3579,Carter,884
5,447.2,1.3,3799,Johnson,885
5,448.5,0.5,4068,Double Springs,886
5,"","","",Sullivan,887
5,449.0,1.6,4002,Locust Knob,888
5,450.6,1.4,3474,Jenkins Rd,889
5,"","","",US 421,890
5,"","","",US 421,891
5,452.0,0.9,3382,State Rte 34,892
5,"","","",Low Gap,893
5,452.9,1.1,3658,Locust Pole Knob,894
5,454.0,1.3,3520,Double Spring Gap,895
5,455.3,0.1,3851,McQueen Knob,896
5,455.4,0.3,3851,McQueens Knob (Emergency Shelter),897
5,455.7,1.0,3664,McQueen Gap,898
5,"","","",Cherokee National Forest,899
5,456.7,0.0,3848,Sullivan,900
5,"","","",Tennessee,901
5,456.8,0.0,3772,Abingdon Gap Shelter,902
5,"","","",Johnson,903
5,457.0,6.1,3746,Maple Spring Gap,904
5,"","","",Washington,905
5,463.1,0.0,3228,Virginia,906
5,463.2,3.1,3198,George Washington and Jefferson National Forest,907
5,466.3,0.1,1942,State Rte T-1203,908
5,466.4,0.3,1932,S Beaver Dam Ave,909
5,466.7,0.1,1909,Virginia Creeper Trl,910
5,"","","",S Smith St,911
5,"","","",Beaverdam Creek,912
5,466.8,0.1,1922,State Rte T-1223,913
5,466.9,0.1,1925,State Rte T-716,914
5,467.0,0.1,1925,The Place,915
5,"","","",State Rte T-1221,916
5,"","","",State Rte T-1207,917
5,"","","",State Rte T-1208,918
5,"","","",S Alley St,919
5,467.1,0.1,1919,Laurel Creek,920
5,467.2,0.1,1961,State Rte T1215,921
5,467.3,0.1,1965,State Rte T-1209,922
5,467.4,"",1955,Virginia Creeper Trl,923
5,"","","",State Rte T1212,924
6,"","","",Damascus  VA 24236,925
6,467.6,0.2,1991,Damascus VA,926
6,467.8,1.9,2001,Jeb Stuart Hwy,927
6,"","","",George Washington and Jefferson National Forest,928
6,469.7,2.6,2903,The Cuckoo,929
6,472.3,0.1,2247,Feathercamp Branch,930
6,472.4,0.1,2224,US 58,931
6,472.5,2.5,2217,Straight Branch,932
6,475.0,1.2,2847,Appalachian Trl,933
6,476.2,4.2,3412,Saunders Shelter,934
6,480.4,0.6,2664,Virginia Creeper Trl,935
6,481.0,0.1,2719,Creek Junction Rd,936
6,481.1,0.6,2713,Whitetop Laurel Creek,937
6,"","","",Whitetop Laurel Creek,938
6,481.7,1.3,2910,Grassy Ridge Rd,939
6,483.0,0.9,3392,Lost Mountain,940
6,483.9,0.1,3152,Jeb Stuart Hwy,941
6,484.0,1.2,3152,Star Hill Branch,942
6,"","","",VA 601,943
6,485.2,1.7,3520,Beech Mountain Rd,944
6,486.9,0.6,4589,Washington,945
6,487.5,0.2,4963,Smyth,946
6,487.7,0.7,5091,Buzzard Rock,947
6,488.4,0.3,5055,Grayson,948
6,488.7,2.3,5088,USFS 89 (Whitetop Mountian Road),949
6,"","","",Mud Creek Ln,950
6,491.0,0.1,4448,Elk Garden,951
6,"","","",Co Rd 600,952
6,491.1,0.2,4448,Elk Garden Trl,953
6,491.3,0.2,4599,Balsam Mountain,954
6,491.5,1.5,4583,Lewis Fork Wilderness,955
6,493.0,2.2,4901,Deep Gap,956
6,495.2,0.6,5410,Thomas Knob,957
6,495.8,0.0,5472,George Washington and Jefferson National Forest,958
6,"","","",Lewis Fork Wilderness,959
6,496.3,1.9,5442,Pine Mountain,960
6,498.2,0.2,4891,Grayson Highlands State Park,961
6,"","","",Grayson Highlands State Park (Massie Gap),962
6,498.4,1.1,4858,Massie Gap,963
6,499.5,0.8,4609,Quebec Branch,964
6,500.3,0.1,4409,Wise Shelter,965
6,500.4,0.3,4386,Big Wilson Creek,966
6,500.7,0.1,4347,Wilson Creek,967
6,500.8,2.5,4379,Little Wilson Creek Wilderness,968
6,503.3,0.7,4629,Scales,969
6,504.0,1.3,4740,Grayson,970
6,505.3,1.0,4576,Lewis Fork Wilderness,971
6,506.3,1.7,4071,Old Orchard Shelter,972
6,"","","",Troutdale  VA 24378,973
6,"","","",VA 603 (Fox Creek),974
6,508.0,0.1,3458,State Rte 603,975
6,"","","",Fox Creek,976
6,508.1,1.9,3458,Fairwood Valley,977
6,510.0,5.1,4356,Smyth,978
6,515.1,1.3,3277,Comers Creek,979
6,"","","",VA 650,980
6,516.4,0.0,3284,Comers Creek Rd,981
6,"","","",Dickey Gap,982
6,516.5,1.3,3320,Raccoon Branch Wilderness,983
6,517.8,2.7,3681,Raccoon Branch (old shelter),984
6,520.5,1.1,3011,Trimpi Shelter,985
6,521.6,0.1,2532,Slabtown Hollow,986
6,521.7,0.9,2601,Slab Town Rd,987
6,522.6,3.9,2440,Sugar Grove  VA 24375,988
6,"","","",VA 670,989
6,"","","",Co Rd 670,990
6,"","","",South Fork Holston River,991
6,"","","",VA 601,992
6,526.5,0.0,3238,Pugh Mountain Rd,993
6,529.0,1.3,2982,Georges Branch,994
6,530.3,0.1,3244,Lake/pond/tank,995
6,530.4,0.2,3251,Partnership,996
6,530.6,0.7,3234,VA 16 (Mt Rogers Headquarters),997
6,"","","",State Rte 16,998
6,531.3,0.1,3267,Nicks Creek Rd,999
6,531.4,2.8,3303,Appalachian Trl,1000
6,534.2,0.4,3891,Appalachian Trl,1001
6,534.6,1.3,3595,USFS 86,1002
6,"","","",Glade Mountain Rd,1003
6,535.9,1.3,4084,Glade Mountain,1004
6,537.2,0.2,3362,Vaught Branch,1005
6,537.4,0.3,3215,Chatfield Memorial,1006
6,537.7,0.6,3028,Forest Rd 86,1007
6,538.3,0.9,2785,Vaught Branch,1008
6,"","","",Lindamood Hollow,1009
6,"","","",Settlers Museum,1010
6,539.2,0.0,2595,Rocky Hollow Rd,1011
6,539.3,0.4,2562,Phillippi Branch,1012
6,539.7,1.4,2522,Co Rd 729,1013
6,541.1,0.7,2421,Middle Fork Holston River,1014
6,541.8,0.2,2401,Atkins  VA 24311,1015
6,542.0,0.1,2421,US Hwy 11,1016
6,542.1,0.1,2417,I-81,1017
6,542.2,0.1,2417,I-81,1018
6,542.3,0.3,2411,George Washington and Jefferson National Forest,1019
6,542.6,0.4,2440,Dry Run,1020
6,"","","",VA 617,1021
6,543.0,0.8,2440,Davis Valley Rd,1022
6,"","","",Co Rd 617,1023
6,"","","",George Washington and Jefferson National Forest,1024
6,543.8,0.0,2647,Smyth,1025
6,544.8,2.4,2887,Davis Path (old shelter),1026
6,547.2,3.4,3326,Wythe,1027
6,550.6,1.5,3526,Bland,1028
6,552.1,1.4,2647,Old Rich Valley Rd,1029
6,553.5,1.0,2421,Shady Grove Rd,1030
6,"","","",North Fork Holston River,1031
6,554.5,0.1,2493,Possum Creek,1032
6,"","","",VA 42,1033
6,554.6,1.9,2503,W Blue Grass Trl,1034
6,556.5,0.6,2765,Knot Maul,1035
6,557.1,0.6,2608,Knot Mole Branch,1036
6,557.7,2.2,2368,Lynn Camp Creek,1037
6,559.9,1.3,2247,Lick Creek,1038
6,"","","",USFS 222,1039
6,561.2,1.3,2306,State Rte 625,1040
6,562.5,0.0,3054,George Washington and Jefferson National Forest,1041
6,"","","",Bland,1042
6,563.7,0.2,3779,Tazewell,1043
6,563.9,1.8,3854,Chestnut Ridge,1044
6,565.7,0.2,4320,Garden Mountain,1045
6,565.9,1.3,4402,Chestnut Knob Shelter,1046
6,567.2,0.7,3517,Walker Gap,1047
6,567.9,3.0,3658,Garden Mountain Wilderness,1048
6,570.9,0.1,3937,Tazewell,1049
6,"","","",George Washington and Jefferson National Forest,1050
6,"","","",Garden Mountain Wilderness,1051
6,571.0,1.0,3950,Bland,1052
6,572.0,0.1,3884,VA 623,1053
6,572.1,0.4,3884,Burkes Garden Rd,1054
6,572.5,4.1,4009,Hunting Camp Creek Wilderness,1055
6,576.6,0.1,2417,Jenkins Shelter,1056
6,576.7,1.2,2381,Hunting Camp Creek,1057
6,577.9,3.0,3090,Hunting Camp Creek Wilderness,1058
6,"","","",VA 615,1059
6,"","","",State Rte 615,1060
6,580.9,0.0,2450,Laurel Creek,1061
7,"","","",Bastian  VA 24314,1062
7,"","","",US 51,1063
7,587.9,0.2,2906,US 21 & 52,1064
7,"","","",Bastian VA,1065
7,588.1,0.1,2919,N Scenic Hwy,1066
7,588.2,0.2,2939,State Rte 612,1067
7,"","","",I-77,1068
7,588.4,0.4,2788,I-77,1069
7,"","","",Kimberling Creek,1070
7,588.8,1.4,2598,VA 612,1071
7,590.2,6.7,3120,Helvey's Mill,1072
7,"","","",VA 611,1073
7,596.9,0.0,2814,State Rte 611,1074
7,600.0,1.2,2660,Jenny Knob,1075
7,601.2,0.1,2191,Lickskillet Hollow,1076
7,601.3,5.2,2171,Price Ridge Rd,1077
7,"","","",VA 606,1078
7,"","","",State Rte 606,1079
7,606.5,0.0,2017,Kimberling Creek,1080
7,606.6,1.4,2066,Bland,1081
7,608.0,1.9,2234,Giles,1082
7,609.9,2.5,2345,Lake/pond/tank,1083
7,612.4,1.6,2427,Dismal Creek,1084
7,614.0,0.4,2506,Dismal Creek,1085
7,614.4,0.2,2562,Lake/pond/tank,1086
7,614.6,0.1,2588,Dismal Creek,1087
7,614.7,0.6,2604,Wapiti,1088
7,615.3,4.9,2831,Dismal Creek,1089
7,620.2,1.7,3756,Big Horse Gap,1090
7,621.9,2.2,3385,VA 663 (Sugar Run Gap),1091
7,624.1,0.1,3546,Doc's Knob Shelter,1092
7,624.2,1.7,3566,Appalachian Trl,1093
7,625.9,4.0,3333,Appalachian Trl,1094
7,629.9,2.4,3766,Pearis Mountain,1095
7,632.3,0.3,2240,Spring,1096
7,632.6,0.3,1998,State Rte 793,1097
7,"","","",George Washington and Jefferson National Forest,1098
7,"","","",Giles,1099
7,632.9,0.0,1788,Virginia,1100
7,633.1,0.1,1620,Pearisburg  VA 24134,1101
7,"","","",Lane St,1102
7,"","","",Lost Ln,1103
7,"","","",State Rte 100,1104
7,633.2,0.0,1620,Thomas Dr,1105
7,633.5,0.1,1637,Apalachian Trl,1106
7,633.6,0.2,1587,Thomas Dr,1107
7,633.8,0.2,1535,New River,1108
7,634.0,1.3,1574,Virginia Ave,1109
7,"","","",Virginia Ave,1110
7,"","","",VA 614,1111
7,635.3,3.9,1676,Clendennin Rd,1112
7,"","","",Stillhouse Branch,1113
7,639.2,0.2,3185,Monroe,1114
7,"","","",West Virginia,1115
7,639.4,0.5,3211,Appalachian Trl,1116
7,639.9,1.5,3343,Rice Field,1117
7,641.4,0.1,3330,Giles,1118
7,"","","",Virginia,1119
7,"","","",Appalachian Trl,1120
7,641.5,0.0,3372,Monroe,1121
7,"","","",West Virginia,1122
7,645.2,1.8,3290,Symms Gap,1123
7,647.0,0.7,3389,Peters Mountain Wilderness,1124
7,647.7,1.5,3307,Dickinson Gap,1125
7,649.2,0.6,3874,George Washington and Jefferson National Forest,1126
7,"","","",Monroe,1127
7,"","","",West Virginia,1128
7,"","","",Allegheny Trl,1129
7,649.8,0.0,3723,Giles,1130
7,"","","",Virginia,1131
7,649.9,1.8,3697,Peters Mountain Wilderness,1132
7,651.7,0.6,2959,Pine Swamp Branch,1133
7,652.3,0.3,2519,Pine Swamp Shelter,1134
7,652.6,0.3,2365,VA 635,1135
7,652.9,0.8,2358,Stony Creek,1136
7,653.7,1.1,2440,Dismal Branch,1137
7,"","","",VA 635,1138
7,654.8,0.0,2463,Big Stony Creek Rd,1139
7,"","","",Stony Creek,1140
7,656.4,3.7,3510,Bailey Gap,1141
7,660.1,0.1,3969,VA 613,1142
7,"","","",Wind Rock,1143
7,"","","",Mountain Lake Rd,1144
7,"","","",Appalachian Trl,1145
7,660.2,0.3,4032,Mountain Lake Wilderness,1146
7,660.5,2.3,4048,Wind Rock,1147
7,"","","",Salt Pond Mountain,1148
7,662.8,0.0,4032,Lone Pine Peak,1149
7,663.6,0.2,3375,Negro Branch,1150
7,"","","",Mountain Lake Wilderness,1151
7,663.8,1.5,3251,Giles,1152
7,665.3,0.1,2372,War Spur,1153
7,665.4,0.8,2342,War Spur Branch,1154
7,"","","",VA 632 And USFS 156,1155
7,666.2,0.1,2083,State Rte 632,1156
7,666.3,1.4,2060,Johns Creek,1157
7,667.7,0.8,2788,Craig,1158
7,"","","",VA 601 (Rocky Gap),1159
7,668.5,0.0,3270,Rocky Gap,1160
7,670.4,1.2,3736,Kelly Knob,1161
7,671.6,0.2,2883,George Washington and Jefferson National Forest,1162
7,"","","",Craig,1163
7,671.8,0.1,2788,Laurel Creek,1164
7,671.9,0.3,2762,Laurel Creek,1165
7,672.2,1.3,2719,Piney Ridge,1166
7,673.5,0.9,2267,Lake/pond/tank,1167
7,674.4,0.8,2112,Cumberland Gap Rd,1168
7,675.2,0.1,2148,Northside Rd,1169
7,"","","",Sinking Creek,1170
7,675.3,1.5,2162,VA 630,1171
7,676.8,1.4,3221,Montgomery,1172
7,678.2,0.3,3428,Bruisers Knob,1173
7,678.5,0.4,3359,Sarver Hollow,1174
7,678.9,0.1,3418,Craig,1175
7,679.0,5.2,3408,Montgomery,1176
7,684.2,1.5,1991,Niday,1177
7,"","","",VA 621,1178
7,685.7,0.0,1597,Lee Hollow,1179
7,685.8,0.2,1538,Craig Creek Rd,1180
7,"","","",Craig Creek,1181
7,686.0,0.5,1512,Brush Mountain East Wilderness,1182
7,686.5,0.0,1660,Brush Mountain East Wilderness,1183
7,"","","",Craig,1184
7,689.3,0.1,3087,Roanoke,1185
7,689.4,2.1,3087,Brush Mountain,1186
7,691.5,2.1,2736,2011 PICKLE BRANCH Fire,1187
7,693.6,0.1,1545,VA 620,1188
7,"","","",State Rte 620,1189
7,693.7,1.2,1519,Trout Creek,1190
7,694.9,0.3,1938,Pickle Branch,1191
7,"","","",George Washington and Jefferson National Forest,1192
7,695.2,0.0,2086,Craig,1193
7,697.7,1.5,2526,Roanoke,1194
7,699.2,1.8,3001,Cove Mountain,1195
7,701.0,0.5,2076,VA 311,1196
7,701.5,0.1,1804,State Rte 624,1197
7,701.6,"",1791,McAfee Run,1198
8,703.1,0.1,1801,Catawba  VA 24070,1199
8,"","","",Catawba VA,1200
8,703.2,0.1,1781,State Rte 785,1201
8,703.3,0.1,1755,Catawba Creek,1202
8,703.4,0.4,1755,Appalachian Trl,1203
8,703.8,3.5,2043,Beckner Gap,1204
8,"","","",VA 311,1205
8,707.3,1.1,1948,Catawba Valley Dr,1206
8,708.4,1.1,1952,John's Spring,1207
8,709.5,0.6,2198,Catawba Shelter,1208
8,710.1,0.8,2457,Appalachian Trl,1209
8,710.9,0.2,3038,Roanoke,1210
8,711.1,0.7,3185,McAfee Knob,1211
8,711.8,0.1,2683,Appalachian Trl,1212
8,711.9,0.6,2591,Campbell,1213
8,712.5,3.9,2358,Botetourt,1214
8,716.4,1.6,2906,Tinker Mountain,1215
8,718.0,4.4,2129,Lamberts Meadow,1216
8,722.4,1.8,1653,Angell Branch,1217
8,724.2,3.0,1886,2014 Tinker Mtn 2 Fire,1218
8,727.2,0.2,1154,Tinker Creek,1219
8,727.4,0.4,1259,US 220 Commuter Parking Lot,1220
8,727.8,0.0,1250,Cloverdale  VA 24077,1221
8,"","","",Roanoke Rd,1222
8,"","","",US Hwy 220,1223
8,728.3,0.6,1325,State Rte 653,1224
8,728.9,0.1,1351,I-81,1225
8,729.0,0.3,1358,I-81,1226
8,"","","",Troutville  VA 24175,1227
8,"","","",US 11,1228
8,"","","",US Hwy 11,1229
8,729.3,0.5,1295,Buffalo Creek,1230
8,729.8,0.0,1400,Lemons Run,1231
8,"","","",Lake/pond/tank,1232
8,729.9,3.3,1407,Mountain Pass Rd,1233
8,"","","",George Washington and Jefferson National Forest,1234
8,733.2,0.0,2631,Fullhardt Knob,1235
8,"","","",Applachian Trl,1236
8,735.2,0.8,2424,Botetourt,1237
8,736.0,0.7,2237,Salt Pond Rd,1238
8,736.7,2.0,1597,Curry Creek,1239
8,738.7,0.5,1555,Wilson Creek,1240
8,739.2,2.4,1840,Wilson Creek,1241
8,"","","",Blue Ridge Parkway (Black Horse Gap),1242
8,741.6,0.0,2398,Blackhorse Gap,1243
8,741.7,0.6,2477,Bedford,1244
8,742.3,1.2,2372,Blue Ridge Pkwy,1245
8,743.5,0.6,2437,Blue Ridge Parkway (Montvale Overlook),1246
8,"","","",Blue Ridge Parkway (Harveys Knob Overlook),1247
8,744.1,0.4,2522,Blue Ridge Pkwy,1248
8,744.5,1.1,2457,Botetourt,1249
8,"","","",Harveys Knob,1250
8,745.6,0.8,2345,Bedford,1251
8,746.4,0.1,2099,Bobblets Gap,1252
8,746.5,0.1,2096,Bobblet's Gap,1253
8,746.6,0.6,2076,Chair Rock Rd,1254
8,747.2,0.1,2322,Blue Ridge Pkwy,1255
8,747.3,0.6,2326,Blue Ridge Parkway (Sharptop & Peaks Of Otter Overlook),1256
8,747.9,0.1,2417,Blue Ridge Pkwy,1257
8,748.0,1.7,2424,Blue Ridge Parkway (Mills Gap),1258
8,"","","",Buchanan  VA 24066,1259
8,749.7,0.0,2211,Bearwallow Creek,1260
8,"","","",VA 43,1261
8,749.8,0.6,2240,State Rte 43,1262
8,"","","",Bearwallow Gap,1263
8,750.4,2.5,2683,Cove Mountain,1264
8,752.9,3.2,1955,Cove Mountain,1265
8,"","","",VA 614,1266
8,"","","",Jennings Creek Rd,1267
8,756.1,0.0,944,Jennings Creek,1268
8,760.0,1.2,1269,Bryant Ridge Shelter,1269
8,761.2,0.2,2194,Botetourt,1270
8,761.4,2.9,2286,Buzzard Ridge,1271
8,"","","",Bedford,1272
8,764.3,0.6,3543,Floyd Mountain,1273
8,764.9,0.1,3064,Cornelius Creek,1274
8,765.0,2.6,3041,Cornelius Creek,1275
8,"","","",USFS 812,1276
8,767.6,1.5,3349,Forest Rd 812,1277
8,"","","",County Road 3011,1278
8,769.1,0.1,4202,Apple Orchard Mountain,1279
8,769.2,0.3,4183,Thunder Ridge Wilderness,1280
8,"","","",Thunder Ridge Wilderness,1281
8,769.5,0.0,4012,Botetourt,1282
8,769.9,0.1,3881,Bedford,1283
