"Mile","Elev","Type","Name","Link","index","Type"
"639.4","3210","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/37.373/-80.767/3","7","S"
"649.8","3723","Pri/Sec","Allegheny Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Allegheny-Trl/37.437/-80.621/3","7","S"
"654.8","2463","State","State Rte 635","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-635/37.414/-80.584/3","7","S"
"660.1","3971","State","State Rte 613","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-613/37.412/-80.523/3","7","S"
"660.1","3973","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/37.412/-80.523/3","7","S"
"666.2","2083","State","State Rte 632","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-632/37.388/-80.469/3","7","S"
"674.4","2112","State","State Rte 42","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-42/37.354/-80.392/3","7","S"
"675.2","2149","Pri/Sec","Northside Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Northside-Rd/37.352/-80.380/3","7","S"
"685.8","1538","State","State Rte 621","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-621/37.379/-80.250/3","7","S"
"693.6","1515","State","State Rte 620","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-620/37.390/-80.196/3","7","S"
"701.5","1804","State","State Rte 624","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-624/37.371/-80.150/3","7","S"
"703.2","1781","State","State Rte 785","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-785/37.358/-80.143/3","8","S"
"703.4","1755","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/37.357/-80.141/3","8","S"
"707.3","1948","State","State Rte 311","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-311/37.380/-80.090/3","8","S"
"710.1","2457","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/37.391/-80.053/3","8","S"
"727.8","1250","US","US Hwy 220","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-220/37.394/-79.906/3","8","S"
"727.8","1250","US","US Hwy 220","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-220/37.394/-79.906/3","8","S"
"728.3","1325","State","State Rte 653","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-653/37.398/-79.900/3","8","S"
"728.9","1352","Interstate","I- 81","https://www.postholer.com/databook/Appalachian-Trail/Road/I--81/37.405/-79.896/3","8","S"
"729.0","1357","Interstate","I- 81","https://www.postholer.com/databook/Appalachian-Trail/Road/I--81/37.405/-79.895/3","8","S"
"729.3","1299","US","US Hwy 11","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-11/37.404/-79.890/3","8","S"
"729.9","1407","State","State Rte 652","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-652/37.399/-79.885/3","8","S"
"733.2","2631","Pri/Sec","Applachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Applachian-Trl/37.399/-79.854/3","8","S"
"736.0","2237","Pri/Sec","Salt Pond Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Salt-Pond-Rd/37.416/-79.820/3","8","S"
"742.3","2371","Pri/Sec","Blue Ridge Pkwy","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Ridge-Pkwy/37.431/-79.750/3","8","S"
"744.1","2522","Pri/Sec","Blue Ridge Pkwy","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Ridge-Pkwy/37.445/-79.726/3","8","S"
"746.6","2076","Pri/Sec","Chair Rock Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Chair-Rock-Rd/37.468/-79.699/3","8","S"
"747.2","2322","Pri/Sec","Blue Ridge Pkwy","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Ridge-Pkwy/37.474/-79.692/3","8","S"
"747.9","2417","Pri/Sec","Blue Ridge Pkwy","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Ridge-Pkwy/37.479/-79.683/3","8","S"
"749.8","2240","State","State Rte 43","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-43/37.484/-79.669/3","8","S"
"756.1","948","State","State Rte 614","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-614/37.530/-79.622/3","8","S"
"767.6","3349","Other","Forest Rd 812","https://www.postholer.com/databook/Appalachian-Trail/Road/Forest-Rd-812/37.511/-79.523/3","8","S"
"770.0","3879","Pri/Sec","Blue Ridge Pkwy","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Ridge-Pkwy/37.525/-79.505/3","8","S"
"771.2","3569","Pri/Sec","Blue Ridge Pkwy","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Ridge-Pkwy/37.538/-79.495/3","8","S"
"774.9","2372","State","State Rte 781","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-781/37.559/-79.459/3","8","S"
"777.6","2457","Pri/Sec","Belfast Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Belfast-Trl/37.576/-79.437/3","8","S"
"784.9","675","US","US Hwy 501","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-501/37.597/-79.390/3","9","S"
"785.9","798","State","State Rte 812","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-812/37.605/-79.388/3","9","S"
"795.8","2129","Pri/Sec","Blue Ridge Pkwy","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Ridge-Pkwy/37.674/-79.334/3","9","S"
"796.0","2106","State","State Rte 607","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-607/37.676/-79.332/3","9","S"
"796.1","2106","Pri/Sec","Panther Falls Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Panther-Falls-Rd/37.676/-79.332/3","9","S"
"799.9","962","Pri/Sec","Reservoir Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Reservoir-Rd/37.671/-79.284/3","9","S"
"806.7","2050","US","US Hwy 60","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-60/37.724/-79.251/3","9","S"
"813.0","3507","Pri/Sec","Wiggins Spring Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Wiggins-Spring-Rd/37.760/-79.195/3","9","S"
"815.1","3234","Pri/Sec","Wiggins Spring Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Wiggins-Spring-Rd/37.779/-79.182/3","9","S"
"815.2","3221","State","State Rte 634","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-634/37.780/-79.182/3","9","S"
"822.9","3454","Pri/Sec","Spy Rock Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Spy-Rock-Rd/37.829/-79.129/3","9","S"
"826.6","3316","State","State Rte 826","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-826/37.825/-79.082/3","9","S"
"832.3","967","State","State Rte 56","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-56/37.838/-79.023/3","9","S"
"838.2","3868","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/37.857/-78.984/3","9","S"
"842.8","2637","State","State Rte 664","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-664/37.901/-78.985/3","9","S"
"843.4","2686","Pri/Sec","Blue Ridge Pkwy","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Ridge-Pkwy/37.907/-78.979/3","9","S"
"862.0","1870","US","US Hwy 250","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-250/38.031/-78.858/3","9","S"
"862.1","1889","Interstate","I- 64","https://www.postholer.com/databook/Appalachian-Trail/Road/I--64/38.032/-78.859/3","10","S"
"862.1","1900","Interstate","I- 64","https://www.postholer.com/databook/Appalachian-Trail/Road/I--64/38.033/-78.859/3","10","S"
"865.6","2426","Pri/Sec","Royal Orchard Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Royal-Orchard-Dr/38.060/-78.818/3","10","S"
"865.6","2426","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.060/-78.818/3","10","S"
"866.5","2860","Pri/Sec","Bear Den Mountian Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Bear-Den-Mountian-Rd/38.065/-78.804/3","10","S"
"866.7","2805","Pri/Sec","Bear Den Mountian Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Bear-Den-Mountian-Rd/38.066/-78.801/3","10","S"
"866.8","2851","Pri/Sec","Bear Den Mountain Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Bear-Den-Mountain-Trl/38.067/-78.799/3","10","S"
"867.5","2532","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.073/-78.793/3","10","S"
"870.6","2250","Pri/Sec","Jarmans Gap Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Jarmans-Gap-Rd/38.096/-78.780/3","10","S"
"874.1","2604","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.129/-78.785/3","10","S"
"880.3","2614","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.190/-78.757/3","10","S"
"882.4","2375","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.210/-78.748/3","10","S"
"884.5","2805","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.229/-78.728/3","10","S"
"886.0","2578","Pri/Sec","Browns Gap Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Browns-Gap-Rd/38.241/-78.711/3","10","S"
"886.9","2765","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.246/-78.700/3","10","S"
"896.4","2542","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.290/-78.642/3","10","S"
"898.3","2247","State","State Rte 628","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-628/38.302/-78.623/3","10","S"
"901.6","2303","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.321/-78.592/3","10","S"
"906.6","2629","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.345/-78.553/3","10","S"
"907.8","2358","US","US Hwy 33","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-33/38.357/-78.545/3","10","S"
"907.9","2372","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.358/-78.545/3","10","S"
"914.5","3143","Pri/Sec","Pocosin Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Pocosin-Rd/38.412/-78.488/3","10","S"
"919.8","3192","Pri/Sec","Middle River Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Middle-River-Rd/38.468/-78.457/3","10","S"
"922.8","3248","Pri/Sec","Skyline Dr Scn","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr-Scn/38.500/-78.446/3","10","S"
"923.9","3306","Pri/Sec","Tanners Ridge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Tanners-Ridge-Rd/38.513/-78.449/3","10","S"
"927.0","3049","Pri/Sec","Redgate Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Redgate-Rd/38.534/-78.422/3","10","S"
"933.7","3687","Pri/Sec","Skyland","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyland/38.593/-78.376/3","10","S"
"943.3","2230","US","US Hwy 211","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-211/38.661/-78.324/3","10","S"
"943.3","2230","US","US Hwy 211","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-211/38.661/-78.323/3","10","S"
"943.4","2322","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.662/-78.323/3","10","S"
"952.1","2467","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.739/-78.308/3","10","S"
"953.7","3087","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.751/-78.290/3","10","S"
"954.7","3385","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.761/-78.282/3","10","S"
"957.0","2814","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.759/-78.251/3","10","S"
"958.3","2667","Pri/Sec","Gravel Springs Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Gravel-Springs-Trl/38.768/-78.234/3","10","S"
"958.3","2667","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.768/-78.234/3","10","S"
"959.9","3083","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.775/-78.212/3","10","S"
"962.2","2732","Pri/Sec","Skyline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Skyline-Dr/38.790/-78.188/3","10","S"
"966.1","2409","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/38.824/-78.170/3","10","S"
"966.1","2420","Pri/Sec","Compton Gap","https://www.postholer.com/databook/Appalachian-Trail/Road/Compton-Gap/38.825/-78.171/3","10","S"
"966.1","2427","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/38.825/-78.171/3","10","S"
"966.3","2480","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/38.827/-78.170/3","10","S"
"967.5","2409","Pri/Sec","Compton Gap Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Compton-Gap-Rd/38.841/-78.161/3","10","S"
"968.2","2135","State","State Rte 601","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-601/38.846/-78.164/3","10","S"
"970.3","1085","State","State Rte 602","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-602/38.864/-78.163/3","10","S"
"971.6","951","US","US Hwy 522","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-522/38.878/-78.151/3","10","S"
"973.5","1548","Pri/Sec","Intake Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Intake-Rd/38.879/-78.125/3","10","S"
"974.9","1801","Pri/Sec","CCC Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Ccc-Rd/38.881/-78.105/3","10","S"
"978.0","1062","State","State Rte 638","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-638/38.898/-78.072/3","10","S"
"979.9","790","State","State Rte 55","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-55/38.909/-78.053/3","11","S"
"980.0","798","Interstate","I- 66","https://www.postholer.com/databook/Appalachian-Trail/Road/I--66/38.910/-78.053/3","11","S"
"980.0","800","Interstate","I- 66","https://www.postholer.com/databook/Appalachian-Trail/Road/I--66/38.910/-78.053/3","11","S"
"980.1","810","County","Co Rd 725","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-725/38.911/-78.053/3","11","S"
"982.4","1656","County","Co Rd 725","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-725/38.931/-78.034/3","11","S"
"991.9","942","US","US Hwy 50","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-50/39.017/-77.965/3","11","S"
"991.9","958","US","US Hwy 50","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-50/39.017/-77.965/3","11","S"
"999.1","1036","State","State Rte 605","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-605/39.072/-77.912/3","11","S"
"1005.9","994","State","State Rte 7","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-7/39.116/-77.853/3","11","S"
"1005.9","992","State","State Rte 679","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-679/39.116/-77.853/3","11","S"
"1019.7","912","State","State Rte 9","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-9/39.261/-77.762/3","11","S"
"1019.9","912","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.264/-77.761/3","11","S"
"1021.3","919","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.281/-77.753/3","11","S"
"1022.0","1122","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.289/-77.750/3","11","S"
"1024.3","610","County","Co Rte 32","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rte-32/39.315/-77.741/3","11","S"
"1024.9","305","State","State Rte 340","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-340/39.319/-77.739/3","11","S"
"1025.2","287","Pri/Sec","Shoreline Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Shoreline-Dr/39.321/-77.743/3","11","S"
"1025.3","314","Pri/Sec","Shenandoah St","https://www.postholer.com/databook/Appalachian-Trail/Road/Shenandoah-St/39.322/-77.744/3","11","S"
"1026.1","272","Pri/Sec","High St","https://www.postholer.com/databook/Appalachian-Trail/Road/High-St/39.323/-77.730/3","12","S"
"1026.2","265","Pri/Sec","Potomac St","https://www.postholer.com/databook/Appalachian-Trail/Road/Potomac-St/39.323/-77.730/3","12","S"
"1027.5","255","US","US Hwy 340","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-340/39.326/-77.707/3","12","S"
"1029.2","265","Pri/Sec","Keep Tryst Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Keep-Tryst-Rd/39.330/-77.682/3","12","S"
"1029.4","314","US","US Hwy 340","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-340/39.331/-77.685/3","12","S"
"1029.4","301","US","US Hwy 340","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-340/39.331/-77.685/3","12","S"
"1029.6","383","Pri/Sec","Weverton Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Weverton-Rd/39.333/-77.682/3","12","S"
"1036.1","935","Pri/Sec","Arnoldstown Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Arnoldstown-Rd/39.405/-77.640/3","12","S"
"1036.2","925","Pri/Sec","Gapland Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Gapland-Rd/39.406/-77.640/3","12","S"
"1042.6","1053","Pri/Sec","Reno Monument Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Reno-Monument-Rd/39.471/-77.618/3","12","S"
"1043.6","1062","US","US Hwy 40 Alt","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-40-Alt/39.484/-77.620/3","12","S"
"1045.0","1253","Pri/Sec","Monument Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Monument-Rd/39.498/-77.618/3","12","S"
"1047.8","1299","Pri/Sec","Boonsboro Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Boonsboro-Mountain-Rd/39.528/-77.613/3","12","S"
"1048.4","1253","Pri/Sec","Boonsboro Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Boonsboro-Mountain-Rd/39.535/-77.608/3","12","S"
"1048.5","1194","Interstate","I- 70","https://www.postholer.com/databook/Appalachian-Trail/Road/I--70/39.535/-77.607/3","12","S"
"1048.5","1197","Interstate","I- 70","https://www.postholer.com/databook/Appalachian-Trail/Road/I--70/39.535/-77.606/3","12","S"
"1048.7","1227","US","US Hwy 40","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-40/39.537/-77.606/3","12","S"
"1057.3","1343","Pri/Sec","Wolfsville Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Wolfsville-Rd/39.630/-77.559/3","12","S"
"1058.0","1522","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.632/-77.553/3","12","S"
"1059.2","1600","State","State Hwy 77","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Hwy-77/39.637/-77.542/3","12","S"
"1060.8","1158","Pri/Sec","Warner Hollow Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Warner-Hollow-Rd/39.656/-77.539/3","12","S"
"1061.6","1066","State","State Hwy 491","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Hwy-491/39.664/-77.536/3","12","S"
"1066.3","1435","Pri/Sec","Grey Rock Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Grey-Rock-Rd/39.707/-77.517/3","12","S"
"1067.6","1200","Pri/Sec","Pen Mar Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Pen-Mar-Rd/39.721/-77.507/3","12","S"
"1067.7","1213","Pri/Sec","Stephy Ave","https://www.postholer.com/databook/Appalachian-Trail/Road/Stephy-Ave/39.722/-77.506/3","12","S"
"1068.6","1322","Pri/Sec","Buena Vista Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Buena-Vista-Rd/39.725/-77.494/3","12","S"
"1069.8","1272","Other","Old Rte 16","https://www.postholer.com/databook/Appalachian-Trail/Road/Old-Rte-16/39.738/-77.490/3","12","S"
"1070.1","1171","State","State Rte 16","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-16/39.741/-77.490/3","12","S"
"1070.2","1220","Pri/Sec","Mentzer Gap Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Mentzer-Gap-Rd/39.744/-77.489/3","12","S"
"1070.6","1354","Pri/Sec","Rattlesnake Run Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Rattlesnake-Run-Rd/39.748/-77.490/3","12","S"
"1070.8","1338","Pri/Sec","Woodring Ln","https://www.postholer.com/databook/Appalachian-Trail/Road/Woodring-Ln/39.750/-77.492/3","12","S"
"1074.5","892","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.795/-77.483/3","12","S"
"1074.8","927","Pri/Sec","Rattlesnake Run Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Rattlesnake-Run-Rd/39.797/-77.480/3","12","S"
"1075.3","990","Pri/Sec","Old Forge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Old-Forge-Rd/39.802/-77.477/3","12","S"
"1075.3","999","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.802/-77.477/3","12","S"
"1075.5","1069","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.804/-77.478/3","12","S"
"1075.5","1089","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.805/-77.478/3","12","S"
"1079.4","1696","Pri/Sec","Forest Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Forest-Rd/39.838/-77.504/3","12","S"
"1080.0","1551","Pri/Sec","Coral Ridge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Coral-Ridge-Rd/39.846/-77.506/3","12","S"
"1080.4","1594","State","State Rte 233","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-233/39.850/-77.509/3","12","S"
"1085.1","938","US","US Hwy 30","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-30/39.906/-77.490/3","12","S"
"1086.7","1355","Pri/Sec","Locust Gap Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Locust-Gap-Rd/39.922/-77.485/3","12","S"
"1087.0","1302","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/39.925/-77.483/3","12","S"
"1088.9","1978","Pri/Sec","Ridge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Ridge-Rd/39.946/-77.490/3","12","S"
"1089.0","1981","Pri/Sec","Stillhouse Hollow Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Stillhouse-Hollow-Rd/39.947/-77.491/3","12","S"
"1091.3","2034","Pri/Sec","Middle Ridge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Middle-Ridge-Rd/39.973/-77.471/3","12","S"
"1092.1","1958","Pri/Sec","Means Hollow Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Means-Hollow-Rd/39.976/-77.459/3","12","S"
"1092.5","1690","Pri/Sec","Milesburn Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Milesburn-Rd/39.977/-77.452/3","12","S"
"1092.9","1906","Pri/Sec","Ridge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Ridge-Rd/39.973/-77.450/3","12","S"
"1094.3","1916","Pri/Sec","Forest Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Forest-Rd/39.983/-77.429/3","12","S"
"1096.1","2011","Pri/Sec","Reese Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Reese-Rd/39.996/-77.407/3","12","S"
"1096.3","2034","Pri/Sec","Shippensburg Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Shippensburg-Rd/39.997/-77.405/3","12","S"
"1097.3","1961","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.008/-77.395/3","12","S"
"1097.3","1968","Pri/Sec","Forest Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Forest-Rd/40.008/-77.395/3","12","S"
"1097.4","1991","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.009/-77.393/3","12","S"
"1098.7","1870","Pri/Sec","Forest Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Forest-Rd/40.019/-77.381/3","12","S"
"1099.2","1841","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.022/-77.374/3","12","S"
"1100.0","1794","Pri/Sec","Woodrow Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Woodrow-Rd/40.029/-77.366/3","12","S"
"1102.2","1328","Pri/Sec","T338","https://www.postholer.com/databook/Appalachian-Trail/Road/T338/40.041/-77.342/3","12","S"
"1103.0","1122","Pri/Sec","Bunkerhill Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Bunkerhill-Rd/40.038/-77.329/3","12","S"
"1103.2","1018","Pri/Sec","T355","https://www.postholer.com/databook/Appalachian-Trail/Road/T355/40.038/-77.325/3","12","S"
"1104.1","1062","Pri/Sec","Old Orchard Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Old-Orchard-Rd/40.035/-77.313/3","12","S"
"1104.2","1026","Pri/Sec","Old Orchard Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Old-Orchard-Rd/40.034/-77.312/3","12","S"
"1104.6","882","State","State Rte 233","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-233/40.032/-77.310/3","12","S"
"1104.7","885","Pri/Sec","T346","https://www.postholer.com/databook/Appalachian-Trail/Road/T346/40.032/-77.308/3","12","S"
"1104.7","869","Pri/Sec","Bendersville Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Bendersville-Rd/40.032/-77.308/3","12","S"
"1104.8","856","Pri/Sec","T336","https://www.postholer.com/databook/Appalachian-Trail/Road/T336/40.031/-77.305/3","12","S"
